rowname	t0.5_t0	t1_t0.5	t2_t1	t3_t2	t4_t3	t8_t4
AK2	1.197838590762397	-0.4862406451868973	0.592405765570231	-0.3719845153972128	1.5239893744098791	1.0822971712982008
CD38	0.6482738602892592	-0.7587722337880867	-0.598296870417659	1.0798195246756144	-0.13727277919593026	1.015067077768435
FKBP4	-2.775158565127106	-0.9935376267543085	1.1541474394670401	-0.13641087599162188	-0.5665499686229382	0.9682246193177337
KDM1A	-2.7625011999478866	-0.1862816527992541	1.1448615385056296	1.2760993091911619	0.21962371020314728	-0.7054012264698624
RBM6	-5.998491914637147	2.099361514258078	-1.0688245118036603	-0.8623286768684101	0.36184362232584694	0.6310316809054858
CAMKK1	2.2512388611192735	-1.9263539581667057	4.401333261789972	0.3922557571666332	-1.7027646359693267	-6.809004776921509
RECQL	0.49260305502824064	1.0415079284875361	0.5387673660154793	1.4996564345744865	-0.9009473820344339	-0.6080207401795571
VPS50	-0.574783775970035	0.3710696930440882	-3.0959278228692773	0.02672010879426404	1.0419532800314133	1.6936730145388623
HSPB6	0.12590669542383628	-1.5041186899658616	-0.24057885590817366	2.2046320413907248	0.9642835726742417	-0.8980000403137686
ARHGAP33	-2.5284458041422773	-0.6187106135010317	-1.613440753190088	-0.6282419434446821	1.379103903346987	-0.1231070106528731
NDUFAB1	-2.2194261768133425	0.5251750622062392	-0.768354594538348	0.7588720976911872	0.8478843200866971	1.0885266968175653
PDK4	-4.271073046836632	-1.261033264468932	0.4548547477157153	1.8667204703523064	-0.16252244261951684	-0.7102402193614564
ZMYND10	-1.8308212256978968	0.6322170510820426	0.7554365454584546	-0.864068112742726	0.9686020922391303	0.34738461817204097
ABCB5	2.16547162202508	-1.7709830084280933	0.25635721457910027	0.2589144464981479	-1.7734014185826457	1.8731921536745348
SLC25A13	0.10311407115381861	1.64582769469698	-0.8411489625766668	-1.377440098910047	-0.5581973132254064	0.5845227105156963
CDC27	-0.6938070339818557	1.382727224675357	0.23264789889362225	-1.152417393688068	-2.6674787592955296	1.053107052606257
HCCS	3.2367312129382655	0.523842743367936	-2.5475297431717543	0.8366143131860715	1.327524348354965	0.5320888592533403
DVL2	-3.2366925827104587	-3.843368438610357	-0.8501809024086882	-0.32007165142991445	-0.0980689501805718	6.05742646034604
UPF1	-5.101160118196868	-0.5501027745660397	0.7457025646261821	2.5800464612697254	1.4640012845809887	0.9391208360164935
SKAP2	-2.1744595058108906	0.554345466207295	-0.5460686738414915	-0.3710250096542614	-1.656558542278086	0.0333007604713687
SLC25A5	-2.595831221104367	-0.34171141348645206	1.638075882447354	-0.08719936266826193	-0.1071721600606332	0.5911364706466272
MCUB	-1.0891115673559266	1.4609593260911393	-2.533602652428979	-0.06024398616483365	0.5276667256083464	-0.612157186269508
HOXA11	1.7658073830147025	0.4169581916789143	0.32695479199892397	-0.14226020440124112	-1.3925298982424639	1.4971870593570675
POLR2J	-0.4822715804326389	-0.07796569389867372	0.6565558000103233	0.5354926009081271	-1.7755147572324557	2.792437966408907
DHX33	-0.5452199517196383	0.08882590131427776	1.623943513299027	1.5915950550346614	-0.3452804892915318	-0.4634674053717639
THSD7A	0.0012597636092040326	-0.03924240474782522	-1.3594982382162013	-0.3856187321942389	0.21837278075012914	0.24309499896185213
LIG3	-2.1644667421222	0.539288200593711	0.2273934179322801	0.8357403495885257	0.4710491498663019	2.8987889864449823
RPAP3	-3.5140627260992794	0.5021557779705479	0.37942249577923687	0.7735439152215567	-0.04553039194143934	-1.9138546003583656
ACSM3	-0.7250664966546151	-0.9055594107163034	-0.08149939211294661	0.9680325659309857	-2.0110558799527007	2.7471863963450303
REXO5	-2.029628109413282	-1.5777346201240057	-0.13792876936250234	1.1480921566422742	-0.5705659008377019	-0.313135171197164
CIAPIN1	0.5870711513526503	-0.7074345483354971	0.9856505827127189	1.3383870342674755	1.1268940042006375	-1.3739376159828365
SPPL2B	-0.40739381970887684	0.8932845529509075	0.21245916811582652	-1.4742982511444944	1.3746337772927715	0.970383202804507
FAM214B	8.872542543864746	-1.608602613983886	-3.5057882792567017	-0.867040378425673	-0.29953462816469184	1.3483782158911422
COPZ2	1.2407300953145615	-0.9533172481205091	0.5365089523096226	0.5516102050977455	0.11996372303951289	0.383635753672485
PRKAR2B	-1.8207318758665152	0.3709723972078168	1.4781842672001642	-1.8784115798118415	-0.09651576984482778	-7.154201054374768
MSL3	-0.2534770713972044	4.182822648534319	0.7575191513578978	0.5294015426613196	-1.0579317322273234	-4.001231680284794
CREBBP	-1.1024674535521946	-2.756745583427873	0.4577381907835377	-1.408387459100257	1.3087359718665057	-0.042807472119806775
GCFC2	1.9773075210898936	1.6223928104228094	-3.1283926043707186	-1.9712247038160398	2.1787291865369802	2.377882984432827
WDR54	-1.5534373309755216	0.1752824134643771	0.026138801639675132	-0.5169486842225617	1.1231616083512201	1.6644344561803044
CROT	-2.9317086447158975	0.6401360842311705	-1.9410343340867713	-0.06860398946574285	-0.05033157585292913	1.9228156050332923
ABCB4	2.099000698590336	-1.482012405446703	1.9106968366941446	-3.354355000130404	-0.7263655501890643	-2.5435597460024217
KMT2E	-3.429431787483933	-4.238263563587041	0.5336158596307397	2.22455452635949	0.008206378785157486	1.5137380364992674
RHBDD2	1.795297955575961	-0.7449918567156295	1.4449530534818533	-0.15924130045364962	1.6633421680424039	0.6510161829838529
SOX8	-3.154445554919707	1.7597145810465207	0.9692800437414545	-0.6442988735749755	0.217519305020797	1.6635416369616902
IBTK	-0.07082806996232693	-2.1891916345036453	-0.09684132505616294	1.273637104466391	-0.004815020249570379	-0.517721001075845
ZNF195	-0.030588735455193274	2.08858874156373	-4.344883516990039	-0.33042162007824954	0.08167539687913136	-0.4374184037679884
MYCBP2	-4.2154711697659915	-0.4214875273857139	-0.016121849434007223	-0.4441253232128532	0.7392652421090088	0.26047032132916964
FBXL3	-0.9631243945199398	0.8657183293649886	1.530626556142927	-0.04141224056582157	-3.7687065174848047	-1.6832859763855368
PDK2	0.22235645578028107	-0.4245995292291271	-0.7757230122044683	0.01438054006363575	0.38434226277042155	-1.6596801855644474
ITGA3	5.331527196091157	3.106778385897023	0.6043759288908495	2.1044650793545423	0.6492436694682835	-6.5797433621986015
ZFX	-0.7701562260074556	-1.557605913073048	-0.8083799863394755	2.837934255817625	-0.9448791481039536	0.11655843102339275
LAMP2	1.4351212790685381	0.7014302438944886	-0.6595955140207314	0.16157518424303452	-1.4622454000900456	-1.351335143368566
GDE1	-3.2141200550223314	-1.98583717250311	-1.1928378708312695	0.34802553975702033	2.3983225338213217	3.9046962800215455
REX1BD	-1.1217293060595444	0.5077422482242216	-0.46860796863548404	1.4516103938679146	0.6393410900056123	-0.2601314461339445
CRLF1	0.9568049787562554	0.6039309582047868	0.12109127204529829	-1.201951985316851	0.6450892226147211	0.4059472718504477
OSBPL7	-2.8502832151374324	-0.9616350027693027	-0.2993691545763383	0.26676818528694685	3.336435176093812	-0.040628566423274635
TMEM98	-0.9009022571657372	-0.4374534597544312	2.1652183184479377	0.3767604068743065	1.5900114098795037	-2.1055169396846547
MAP3K14	3.157936450654294	0.2555822699244691	-0.5629266414291693	-0.6712364668478409	-2.10418337885064	-1.1818720738450406
TMEM132A	0.0829947433918351	-0.005098342762136098	0.43609370058175184	0.2719791386797312	-0.03384503394229632	0.27592916505522247
AP2B1	-3.995223457803656	-0.8292633635523767	0.8296257062876439	-0.30746024803633876	0.24037614097844026	-1.1634368224210692
TAC1	2.369715155288374	1.371580274031908	0.18551576268254175	-1.2032370073913827	-0.1638487152133988	-0.5566812744166367
ZNF263	3.1164887701396453	-0.15953058310784732	0.8317093089887436	0.19814775169600343	0.4276988858299673	-2.5067083632962905
CX3CL1	0.3299358436819538	-0.8433693237185089	5.804907862892895	0.8627456396027076	-2.272136642888956	-4.010621651314206
SPATA20	1.2627454116194359	-0.656358034900461	1.4159957257029963	-0.3903377331681683	0.51318630347615	-1.8275191657844425
CACNA1G	1.2927277561216826	-1.1454955698325435	-1.0339011881748068	1.5386211808018733	-1.1299694236241398	0.3062619247131987
TNFRSF12A	8.583018511043313	6.2511435218662985	4.739908585870551	-1.169921186152391	-3.5310796593996034	-7.718769374346656
DLX6	-0.9948023245501475	-0.3136169374766504	0.3200539673871475	-0.6416852302220581	1.700859295442223	-0.5875683717160405
MAP3K9	0.659917330044341	-1.7898818824607017	1.6612556004930945	-0.9919787489306343	0.2938202939833305	0.09217074841859527
RALA	0.5544965011343809	-1.7268831020139528	-1.0975062293634137	2.393228046545823	-1.622102662033522	-0.810331572160261
BAIAP2L1	-1.7797941955703196	0.6791814518844516	-0.3261667924456568	0.12305954639932565	-0.9104583473412337	0.8557851075511391
KDM7A	2.1196412161311837	0.9716089717273696	6.9048963747791	-3.2034587945901922	-5.670167883515955	-7.580002600401704
ETV1	-2.846807494141327	0.6353883002424258	3.010360746813226	-2.174759828531895	-2.305173017294649	2.16113895536402
AGK	-0.8048550983120951	-1.1395576720369287	1.1048838196306345	0.6417734965816269	1.3251491223775231	3.0526399836403004
ALDH3B1	-1.7193010710877987	0.0509359227149623	-0.5787015646997562	3.5220828465883525	1.7506650226655116	-0.9513859435382267
PHTF2	-0.9170413550606634	0.5662974138319624	-1.8422497940629503	-2.37648206557352	-3.5016123182332417	1.3612490021506662
FARP2	3.026734581545825	0.25010282331531986	0.7023317602222647	-4.980243132317827	-1.9385541679855762	3.735686961498418
GGCT	1.2431107832870627	0.554826966958364	1.5773074559166724	-0.42485986573600215	-1.2177299874279492	1.899193360405209
DBF4	2.001133590700887	-6.080761791561037	-0.921262650207058	0.012572427315280488	2.2969537084554887	-0.24607620547452935
TBXA2R	1.2139278829577993	-0.3102822110652641	-1.0431654434684463	-2.0037654319688105	0.6369787038361114	-0.1312669014751499
IFRD1	-3.4507263192789135	1.3353866255783167	-3.5183504099065237	2.331698126196681	-0.957714609957829	1.0464309697711842
COX10	-0.121300606451828	2.341490856466846	-1.0511288236842289	0.11210294827776068	1.30346166082392	-2.748211914764885
GTF2IRD1	-1.0943814376712915	0.735138696973632	-0.22204309376621428	6.819256167768069	-0.6165891561837347	-11.377763112037467
PAF1	-2.748658971983553	-1.3504715417409423	0.39909479717354857	-2.0861654404246344	1.075578445908848	3.2116159495802523
VPS41	-0.9920098464383323	-0.506216150483116	-1.4807349055061314	-3.6380159289959124	-0.4069657449180808	1.7156815668890546
ARHGAP44	-0.5331679330864127	-0.7811155714228798	-0.11088682059560244	0.13209817599446866	1.1800030497081138	-0.7473913202074488
ELAC2	-1.41612760298211	-0.9451996613680501	1.984573729640264	0.904335736039766	0.8088311631469959	-0.004964509055173441
SCIN	2.1297773893690763	0.7060021155077225	-0.2941606155998696	0.7066123256903504	-0.9472004475549305	-2.0421102942576304
ARSD	-0.2153958832405017	-0.3947729499189627	-0.8588483162875526	-0.6812678823678633	-1.0240654561166636	-1.2246256697904399
ADIPOR2	-2.6655380528811383	0.46310015810496097	-2.5698063629279377	-0.843411727392481	-0.6702117593680422	4.23649096083121
CDKL3	0.2920246920228511	0.3653621117353509	-2.591186046225761	0.786523513207166	-0.29646030729950973	-0.37696099680532974
MARK4	-0.7376383655597428	-0.7036904561984215	-0.7257458056868781	0.2069653037887807	-1.5317123466621736	-0.7046537192070872
PROM1	-0.055002838358823504	-0.1344888527215818	0.11214130776877748	-0.6304435230717843	-1.0987656838959767	1.1646647434070994
CCDC124	-1.147363444502548	-0.8305962470983657	0.2132131537878439	-0.06709719273200075	0.1424286199306277	1.4492784190150487
PAFAH1B1	2.6157675233430795	2.2092489994558937	-2.3772473660531626	-2.8293120736974093	-2.2201781018153084	1.7999931355792327
NOS2	1.8129487114950371	-1.1592243427901088	-0.7956924567642092	-0.5922769251540263	0.4849403757995497	-0.10317602073278669
DNAH9	-0.024601802943084863	-2.3113762995203295	3.6852627165110605	-2.107735921099826	-1.037563898109758	1.5595789483152633
KIAA0100	-1.7822364884889352	-0.33036529330875747	1.8620573680012737	-1.464251198058264	2.6798309805324054	1.596186366680427
GAS7	0.6204167800239169	0.14977610770513214	-0.11867196335041018	-1.040469669842406	-0.016330323676154578	2.290536059778171
TRAPPC6A	1.6887275665487584	-1.2780578870539911	-0.271822545522101	0.9892766113634224	-0.1570369104512901	-1.4733001474749146
ST7L	-0.841756937008971	-0.14788058896304257	-0.3737881030305048	0.23644490419603803	0.3273487653646382	0.7782505697750005
RPUSD1	2.279873930026601	-1.0754187713044485	0.890266556106141	1.1324458577394254	0.35764417766891193	-1.0361743823646976
RHBDF1	0.37151917423427316	0.6220801344505993	1.6957498980589232	0.13976383304671097	1.8143819082633015	-8.757558870113918
LUC7L	-0.6070431696681476	1.4059999528876028	-1.2605476588339417	-0.015722543208079098	-0.19613162585953295	1.2255458514156201
BAIAP3	0.12814234576296982	-0.7002115980218199	0.7517763124644862	-0.49457266135195355	-0.1731067150043896	-1.0471711328174858
TSR3	-0.5280315284457825	-0.1603435064287159	-0.17493330369335267	-0.5138310033880893	1.1035863072376237	-1.0177831443483734
PIGQ	-0.7201524776596465	-0.6397033152855113	-0.11197313315742985	0.44433752200978005	-0.23027290295060165	1.5531972568222463
CRAMP1	1.5304604133682846	-2.732528932250722	0.7810755229764021	0.4607202773339187	-0.2679149214016102	-0.20836909134013298
TEAD3	1.3029766495890218	-1.8975600000834782	1.8421872447633585	0.42042885099693417	-1.7541608347891997	-3.5281907576926876
DNAJC11	-1.7291035673549915	0.14093558556809782	0.8101940218669645	1.648920369710847	1.600787687115191	0.8998145539141064
MYLIP	-0.9704704652579385	-8.607730424930033	6.997022436642138	-0.2121797851475371	0.9100670524904354	0.6265734091563331
E2F2	-0.21275509719799543	-0.5160795113905426	-1.5082139073803194	1.1758253925647746	0.2445769935848301	5.082445417897312
PSMB1	-4.818451981401131	1.2183248110907263	-0.06280160178992009	1.4712456411439627	-0.4104012342385916	0.8405474693288462
SYN1	-2.8311004688565973	0.25416189040472614	0.4990110763617515	0.6228172898487153	0.09973313640083903	-2.8172229497589982
JARID2	-0.21423478132321222	-1.100407774623718	14.069714912991735	-1.0792097992541434	-5.7173740294782815	-5.110753463656159
CDKL5	1.2435883586314973	-1.8527500632853688	-0.41219406491354427	1.7340004913339804	-1.747328068656288	-4.404700878770249
CDK11A	-0.7463180594052944	0.8162361293312174	-2.5346852341711394	0.8825861786010764	0.9217734525850744	-0.9391029642918974
NADK	-4.223624586038477	0.15316840888148983	0.5119701510132117	-0.6637084350710748	-0.31681144863016786	0.9520536260290459
TFAP2B	4.446632746726215	7.814397545634466	-5.8213378931715365	-6.5750816442000275	-1.7737031879955494	6.510439041865707
DLEC1	0.07524123874445936	-0.7726192295198995	0.8529349109887421	0.14490850325054144	-1.550311466636762	0.1441517649297875
CYTH3	-0.32444847490055756	9.181223018995004	19.2219613322171	-0.2545542319146548	-1.7815264847711407	-14.888772113069956
ADAM22	-2.227220881230408	0.3016306723852213	-0.9236741765549278	0.13253426973276855	-0.6462377990384158	1.4513295585084318
SYPL1	-2.807442806094056	1.3275762632612766	-1.9963835381554618	-1.1148334997366813	-0.5836306220640869	0.23056430416930268
CYB561	3.1079641659216852	-0.19494188472590201	0.27799300087303097	-0.4225901406849538	1.5336132641908935	4.130284531934241
SPAG9	0.9624739410470682	1.2564413424115721	0.7152563894296325	-1.3536206311467678	-0.3931841574655613	-3.479493493139672
CELSR3	-1.4456563835948808	-0.8604673117837467	0.403952936328033	-1.9398927006095974	-0.26913300652003985	2.6204531032302385
AASS	-1.6866058161554967	0.4237169496699647	-2.754808053051807	-1.0960090619158516	-1.3276620160012362	1.7637389297381822
PLEKHG6	-0.34576971670896683	1.8185906308828983	-1.0311034283464762	0.27102780636991003	-0.680799687332024	1.478376508309861
SS18L2	0.29308494063616014	0.23048760428600085	-0.18059272363762166	1.0958376292544514	1.2374275489016489	-0.2413100958261264
MPND	0.3293835985395359	-0.8008017196309866	-0.7404708774138978	0.5015455137062145	-0.8186561893868047	2.5616123044954056
MGST1	0.42600859520611756	-0.02398851276131667	-0.2584251864158319	-0.28379276911285956	0.8139812100937888	0.3689085411862521
CRY1	0.18819006746837744	1.147842332151328	1.1967837482634696	-0.2750944924026417	-0.9507590477934457	-1.706244169432575
NFIX	-1.8568163916722327	-5.482488158534838	-1.6929604338973547	-0.5199704526221411	1.6634077837434926	-2.605650283906906
ST3GAL1	1.6939362068163024	0.8555246806701482	5.823241727823623	3.4951952253729073	-0.6329202798475115	-7.45343095917568
MMP25	-0.7658370739383211	2.4881186500474746	-1.0435873392312294	-1.2918290034953295	1.50890513629501	-1.2635700798411855
IL32	1.1991693331573887	0.47831293489657073	-1.056795580966651	0.6742992591167299	-1.5020438703950532	1.6140949173366768
PKD1	0.5284465582836878	-0.31838729668144394	2.260201105800946	1.654358469185611	1.5066149066373982	-7.2332392973215045
MAPK8IP2	-0.29391713972392763	-0.9838452713073935	0.7274767938165007	-0.31205034132678566	-0.6467278676206895	0.08602142038718283
MED24	-1.6789399445347584	1.8398532172017221	0.19291796665843425	-1.036637394943279	0.9191492777989689	0.5493250485473147
RHOBTB2	0.6770311992483077	0.2160313781252034	-1.593938408279787	-0.6957125254707377	-0.6190465589747292	0.792613533508826
HEATR5B	-1.2720782499388747	0.06190732866829852	-1.5493710279118225	-0.4960578497442687	1.9690560122207268	1.861826369658925
SEC62	-1.3903807066940823	0.6680275517102857	-1.2852620372556405	2.392208774416774	-1.601346564573242	-1.5546255068086356
RPS20	-2.838814167558674	-0.03901935855022111	-0.23217569417895104	1.1282843725262248	-0.6748474322998723	0.6687250239771779
CSDE1	-3.835231766445456	0.16682805949811125	-0.442168051740043	0.32044530171004304	-0.543657577998429	1.647410522187423
UBE3C	2.157776864997399	-2.0100819828406253	-0.5101446332024487	0.07485297092553769	0.9932953137364435	0.5560009470333627
REV3L	1.20997698296294	-0.6477928155920828	-3.1189659684892916	-4.16292134851804	2.6515481691005354	4.536314360804596
TENM1	-0.2420692332070385	-0.15265375272480172	-0.42888109772874816	-0.18083854548605252	1.1335161716727407	0.36342120645335674
MASP2	0.7449054186100735	-1.1650612059930847	-1.8217588491314696	0.22820956083684196	0.36301411884172813	-0.32597337070935656
FAM76A	2.861151549711648	-4.653392908034275	-3.09325369905918	1.4939557574044644	1.7234835307426724	-0.7342176922237491
POMT2	-0.7727056361135269	-0.13292204980976477	-0.22375024930369536	-0.9847904082797884	0.5869225983913446	1.0179450505646976
VTA1	-1.468678694212282	0.23209067533192762	-0.008463801181960029	-1.725027154853108	0.2609656497857016	-0.16766598000569846
MLXIPL	0.2641288154479211	-0.2916689209774999	-0.6585002433093167	0.5187808863535245	1.6348385159032064	1.4017169615909437
BAZ1B	-3.4133799629178347	-1.5534931425921714	0.8878566145806632	-0.3902028243557673	2.1583152893657185	-2.508207172905243
RANBP9	-0.1839990730298755	1.8660953892473924	-0.735745752782118	-1.1155874432752297	-2.792233419706751	-1.4608589188791103
SPRTN	2.6550686868392	-0.43724817362825297	-0.11338759748458538	-0.45794752984734255	-0.4810433509732858	2.772934106623473
METTL13	1.0259391255436925	0.31339034492312284	2.750872749686467	-0.6789047654116691	0.3333548164573769	-1.754294080500784
DYRK4	-1.9166806462931458	-0.12227023886739911	-0.7039287937776999	0.5929066119879839	0.3717068361874141	-0.6511512152930667
ZNF207	-3.397687960623335	1.5150205947625093	-0.9514826421812826	0.15456285550130924	0.5884117901236778	-0.4266652336372009
UQCRC1	-1.0296390222456617	0.7562542389193267	0.5468549187885003	0.1289489358466088	1.2510684671975731	-1.2861908648167508
STARD3NL	-0.8662883785311019	4.059464021339535	-0.6829472332781695	-0.5955650102480179	-1.8037678364786982	-0.8902091806215029
CD9	2.6237821746476744	1.107458171895687	-0.5302150889346289	-0.38435076339527974	-0.5340225380356557	0.27969733390280477
NCAPD2	-2.8415346107846546	-0.6304026158294731	-0.39691157946212824	-1.403713171109581	-0.3322872756033539	4.179154454945038
IFFO1	1.0387508804171932	-1.229984115566234	-1.2908660721846699	0.21443249625115707	1.3775609526460189	2.766713475750657
GIPR	-1.495036749041906	-0.9717915489495027	1.916906484892143	-1.3257927145877628	-2.0291844601013493	-1.761207223006863
PHF7	-1.5952553259579536	-2.7343491421908266	1.780893454349527	-2.0641328872127054	1.3529519898955202	0.20345836599205774
SEMA3G	0.8993506532446287	-1.4267797081087017	1.5227633459294885	1.7786856842736916	1.3366679502335528	1.0929082860724797
NISCH	-1.7997584754459595	-0.03340386361132849	0.7111841113024527	0.06286189154373512	0.8496041289068582	-0.7717600636422338
FUZ	-3.35349801378038	1.2896926473611496	-2.511769124916899	0.13474124284967334	-1.1571066731936999	3.0269450588826805
SLC6A13	1.0912660751286796	2.728234897682955	-3.773373687747934	1.4744879471558616	-1.2281027023423616	0.5954942039641005
IDS	1.1129139615626007	1.9777044738152048	4.2418682832505965	2.2571901109071257	-1.3219272548168173	-2.90880209133627
ZNF200	2.0267620534021016	0.922381152267274	-3.8411836828519426	-3.543078625576239	-0.7516041300560266	1.8325337595184932
CD4	1.872601630765785	-0.30680830860970837	-0.6222016285776285	0.8561866662938095	-0.3910862548375206	-0.22369920064408677
LRRC23	-0.6726241714910103	-0.2498718891120688	-0.4309845908041978	0.29721376195108984	-0.9109163890740339	2.520575489189077
HFE	-2.078371351246187	-1.0305905242780555	-1.956753888069426	1.598082801621965	-1.0717411493801563	3.061240320461324
SCMH1	-1.0474064297823698	0.30654748092243983	0.7239549152862955	-0.1241950969614616	0.17781508930353193	-1.7339948663586737
FYN	0.8616527365524514	0.20001144564999457	0.9912636036660994	0.29079857561373973	1.7200173377069523	-0.7320675710541177
HIVEP2	-1.7175870114078418	1.6132757494004712	3.264426986874013	-7.625190455907078	-1.8312143751143113	-1.5153620549357025
ELOA	1.5345032815707478	-1.1736985710329455	-0.954857540297617	1.969265583185368	-1.0064027507905233	0.2354557845692111
LYPLA2	3.3134925371755495	0.37900660502166367	0.6784927471754593	-0.8977498926013745	1.0892784852194863	-0.621287139245423
CLCN6	0.9266868637680458	-0.9510817113163669	0.1978303217409646	-1.0077232032709342	-0.21625354954775822	1.6876743257982503
MRC2	0.9642649291777646	-0.8192198385053673	4.093915943217142	0.3353637492245093	-0.5597007147289905	-1.0215379754677014
TSPAN9	-0.3979192856887267	-1.645248095113864	2.3921690973022693	-0.6932257247040393	-1.5814916130963363	-1.5394823153471708
BTBD7	-2.6294756141338604	1.1340890788498714	-0.1998558195863776	-0.02298779994330839	0.3624696872672559	-1.0038656103683214
APBA3	-0.9505991035341788	0.04830250192980824	-2.191657544162521	1.229594600652669	3.076753569151269	0.30521679770067195
